counter,name,diagnosis,actor,single_or_multiple_episodes,season_episode_code,first_episode_title_underscore,first_episode_title_text,last_episode_title_underscore,last_episode_title_text,seasons_array
0,Abraham,['Contusions'],,,[],,,,,[]
1,Brad Ackles,"['Lacerations', 'Gunshot wound']",,,[],,,,,[]
2,Karen Adams,"['Nosebleed', ""Wegener's disease""]",,,[],,,,,[]
3,Reed Adamson,['No diagnosis available'],,,[],,,,,[]
4,Winnie Adkins,"['Hemothorax', 'Internal bleeding']",,,[],,,,,[]
5,Kim Allen,"['Stage IV large-cell lung cancer', 'Pulmonary edema']",,,[],,,,,[]
6,Grandma Anderson,['Car accident injuries'],,,[],,,,,[]
7,Holly Anderson,"['Basilar skull fracture', 'Hemopericardium', 'Carotid dissection', 'Cerebrovascular accident', 'Brain Death']",,,[],,,,,[]
8,Jessica Anderson,['Crash injuries'],,,[],,,,,[]
9,Robert Anderson,"['Crushed pelvis', 'Internal bleeding']",,,[],,,,,[]
10,Wallace Anderson,"['Short Gut Syndrome', 'Bowel Obstruction', 'Sepsis']",,,[],,,,,[]
11,Harper Avery,['No diagnosis available'],,,[],,,,,[]
12,Samuel Norbert Avery,['No diagnosis available'],,,[],,,,,[]
13,Alexander Ball,['Stage IV-B pancreatic cancer'],,,[],,,,,[]
14,Joyce Basche,"['MRSA', 'Abscess']",,,[],,,,,[]
15,Cathy Becker,"['Burns', 'Second-degree burn', 'Tension pneumothorax', 'Pulmonary edema', 'Acute respiratory distress syndrome', 'Fulminant rhabdomyolysis', 'Multi-system organ failure', 'Disseminated intravascular coagulation']",,,[],,,,,[]
16,Ed Beckert,"[""Alzheimer's disease"", 'Heart condition', 'Myocardial infarction']",,,[],,,,,[]
17,Grace Bickham,['End-stage COPD'],,,[],,,,,[]
18,Andrew Billings,"['Cardiac myxoma', 'Brain death']",,,[],,,,,[]
19,Charlie Bilson,"['Crush injuries', 'Internal bleeding', 'Broken nose']",,,[],,,,,[]
20,Dr. Bones,['No diagnosis available'],,,[],,,,,[]
21,Heather Brooks,['No diagnosis available'],,,[],,,,,[]
22,Teresa Brotherton,"['Tension pneumothorax', 'Fracture ribs', 'Hemothorax', 'Punctured lung']",,,[],,,,,[]
23,Rosemary Bullard,"['Cancer', 'Brain Tumor']",,,[],,,,,[]
24,Henry Burton,['No diagnosis available'],,,[],,,,,[]
25,Jake Burton,['Advanced craniodiaphyseal dysplasia'],,,[],,,,,[]
26,Rich Campion,"['Mediastinal hematoma', 'Aortic transection']",,,[],,,,,[]
27,Vivian Carlsmith,['Stage IV Gastrocarcinoma'],,,[],,,,,[]
28,Emma Carroll,['Stage IV Gastrocarcinoma'],,,[],,,,,[]
29,Casey (Things We Lost in the Fire),"['Burns', 'Severe lung damage', 'Smoke inhalation', 'Partially-collapsed lung', 'Heart failure', 'Rhabdomyolysis']",,,[],,,,,[]
30,Jason Castor,"['Hole in his pericardium', 'C3/C4 break', 'Severed Spinal Cord/Paralysis']",,,[],,,,,[]
31,Alison Clark,['Stage 4 Cancer'],,,[],,,,,[]
32,Alison Clark (Sympathy for the Parents),"['Anemia', 'Internal bleeding', 'Abdominal tumor', 'Acute hemorrhagic stroke', 'Temporal hemorrhage', 'Brain death']",,,[],,,,,[]
33,Gary Clark,['Gunshot wound'],,,[],,,,,[]
34,Elsie Clatch,"['Syncope', 'Loculated acute on chronic subdural hematoma']",,,[],,,,,[]
35,Annie Connors,"['Tumor', 'Difficulty breathing']",,,[],,,,,[]
36,Liz Cooper,"['High output cardiac failure', 'Blood clot', 'Brain death']",,,[],,,,,[]
37,Louise Cortez,"['Chronic pancreatitis', 'Pancreatic fistula', 'Ruptured splenic artery']",,,[],,,,,[]
38,Darren Covington,"['Malignant glioma', 'Encephalitis']",,,[],,,,,[]
39,Bonnie Crasnoff,['Massive internal injuries'],,,[],,,,,[]
40,Elyse Cruse,"['Abdominal bruising', 'Second-degree burns', 'Prolapsed cord']",,,[],,,,,[]
41,Ray Daniels,"['Knee injury', 'Hypertrophic cardiomyopathy']",,,[],,,,,[]
42,Danny,"['Biliary atresia', 'Chronic liver rejection', 'Cholangitis']",,,[],,,,,[]
43,Daphne,"['Infection', 'Septicemia', 'Pseudomonas']",,,[],,,,,[]
44,Kevin Davidson,"['Cerebral edema', 'Traumatic aortic injury', 'Brain Death']",,,[],,,,,[]
45,Troy Davis,"['Cardiomyopathy', 'Florid pulmonary edema', 'End-stage heart failure']",,,[],,,,,[]
46,Rachel Dawson,"['Frontal lobe hemorrhage', 'Temporal lobe hemorrhage', 'Capgras syndrome', 'Seizure', 'Brain hemorrhage']",,,[],,,,,[]
47,Elena Debray,['Coma'],,,[],,,,,[]
48,Kyle Diaz,"['Multiple sclerosis', 'Hand tremor', 'Brain bleed', 'Meningitis', 'Sepsis', 'Periventricular abscess']",,,[],,,,,[]
49,Doc,['No diagnosis available'],,,[],,,,,[]
50,William Dunn,"['Stab wounds', 'Beating injuries', 'Scalp laceration', 'Foreign body in spine', 'Brain contusions', 'Seizure']",,,[],,,,,[]
51,"Denny Duquette, Jr.",['Congestive Heart Failure'],,,[],,,,,[]
52,James Evans,['No diagnosis available'],,,[],,,,,[]
53,Elizabeth Fallon,['Pancreatic Cancer'],,,[],,,,,[]
54,Jesse Fannon,"['Obsessive-compulsive disorder', 'Blunt head trauma', 'Brain bleed']",,,[],,,,,[]
55,Emile Flores,"['Broken ankle', 'Epidural bleed']",,,[],,,,,[]
56,Eugene Foote,"['Broken ankle', 'Epidural bleed']",,,[],,,,,[]
57,Bizzy Forbes,['No diagnosis available'],,,[],,,,,[]
58,Jordan Franklin,"['Ascites', 'Liver disease', 'Hemochromatosis']",,,[],,,,,[]
59,Peter Gekofsky,['No diagnosis available'],,,[],,,,,[]
60,Stan Giamatti,"['Severe bleeding', 'Paralysis']",,,[],,,,,[]
61,David Gibbs,['No diagnosis available'],,,[],,,,,[]
62,Brett Gibson,"['Gunshot wounds', 'Stroke', 'Brain death']",,,[],,,,,[]
63,Peter Gibson,"['Gunshot wounds', 'Traumatic arrest', 'Brain death']",,,[],,,,,[]
64,Susan Grant,['No diagnosis available'],,,[],,,,,[]
65,Greta,['Inoperable Glioma'],,,[],,,,,[]
66,Ellis Grey,['No diagnosis available'],,,[],,,,,[]
67,Lexie Grey,['No diagnosis available'],,,[],,,,,[]
68,Susan Grey,['No diagnosis available'],,,[],,,,,[]
69,Nick Hanscom,"['Carotid tumor', 'Blown artery', 'Carotid bleed', 'Stroke']",,,[],,,,,[]
70,Jen Harmon,"['Pregnancy', 'Pregnancy-induced hypertension', 'Seizure', 'Aneurysm', 'Mirror Syndrome', 'Congestive heart failure', 'Hemolysis', 'Fetal anemia', 'Aphasia', 'Mini-strokes', 'Pre-eclampsia']",,,[],,,,,[]
